;count;stem;variants;as_noun;as_ajct;as_verb;as_other
2581;2;curv;curve;2;0;0;0
2582;2;smolder;smolder;2;0;0;0
2583;2;snare;snare;2;0;0;0
2584;2;rival;rival;0;0;2;0
2585;2;thermal;thermal;0;2;0;0
2586;2;dug;dug;1;0;1;0
2587;2;combust;combustive;0;2;0;0
2588;2;beguil;beguiling;0;0;2;0
2589;2;indulg;indulgence;2;0;0;0
2590;2;dirt;dirt;2;0;0;0
2591;2;predomin;predominant;0;2;0;0
2592;2;result;results;2;0;0;0
2593;2;crisp;crisp;0;2;0;0
2594;2;atmospher;atmosphere;0;0;0;2
2595;2;frenzi;frenzy;2;0;0;0
2596;2;hood;hood;2;0;0;0
2597;2;shaker;shaker;2;0;0;0
2598;2;cring;cringe;0;0;2;0
2599;2;pitch;pitch;1;0;1;0
2600;2;alert;alert;1;0;1;0
2601;2;shadi;shady;0;0;1;1
2602;2;inde;indeed;0;0;0;2
2603;2;lanc;lance;2;0;0;0
2604;2;farewel;farewell;1;0;0;1
2605;2;maelstrom;maelstrom;1;1;0;0
2606;2;expir;expires;0;0;2;0
2607;2;creed;creed;2;0;0;0
2608;2;troubleshoot;troubleshooter;2;0;0;0
2609;2;convict;conviction;2;0;0;0
2610;2;bought;bought;0;0;2;0
2611;2;regal;regaled;0;0;2;0
2612;2;gentli;gently;0;0;0;2
2613;2;undi;undying;1;1;0;0
2614;2;compromis;compromise;2;0;0;0
2615;2;tragedi;tragedy;2;0;0;0
2616;2;infinit;infinite;0;2;0;0
2617;2;gruesom;gruesome;0;2;0;0
2618;2;lament;lament;0;2;0;0
2619;2;support;support;2;0;0;0
2620;2;earthli;earthly;0;2;0;0
2621;2;mischief;mischief;2;0;0;0
2622;2;apocalyps;apocalypse;1;0;0;1
2623;2;imit;imitation;2;0;0;0
2624;2;altogeth;altogether;0;0;0;2
2625;2;vow;vow;2;0;0;0
2626;2;print;prints;0;0;2;0
2627;2;messiah;messiah;1;1;0;0
2628;2;pre;pre;0;0;1;1
2629;2;lawn;lawn;2;0;0;0
2630;2;starv;starving;0;0;2;0
2631;2;abl;able;0;2;0;0
2632;2;truck;truck;2;0;0;0
2633;2;airborn;airborne;0;2;0;0
2634;2;warmth;warmth;2;0;0;0
2635;2;forese;foresee;0;0;2;0
2636;2;flight;flight;2;0;0;0
2637;2;alpha;alpha;2;0;0;0
2638;2;honest;honest;1;1;0;0
2639;2;dune;dune;2;0;0;0
2640;2;unchain;unchain;0;0;1;1
2641;2;pocket;pocket;2;0;0;0
2642;2;press;press;1;0;1;0
2643;2;preciou;precious;0;2;0;0
2644;2;five;five;0;0;0;2
2645;2;border;border;2;0;0;0
2646;2;bait;bait;1;0;1;0
2647;2;beaten;beaten;2;0;0;0
2648;2;narrow;narrow;0;2;0;0
2649;2;nighttim;nighttime;0;2;0;0
2650;2;nasti;nasty;0;2;0;0
2651;2;damp;damp;2;0;0;0
2652;2;anguish;anguish;1;1;0;0
2653;2;tennesse;tennessee;2;0;0;0
2654;2;lamp;lamp;2;0;0;0
2655;2;rigid;rigid;0;2;0;0
2656;2;cheroke;cherokee;2;0;0;0
2657;2;align;align;1;0;1;0
2658;2;slaveri;slavery;1;0;1;0
2659;2;structur;structure;2;0;0;0
2660;2;spawn;spawned;0;0;2;0
2661;2;shameless;shameless;0;2;0;0
2662;2;refus;refuse;1;0;1;0
2663;2;nocturn;nocturnal;0;2;0;0
2664;2;medal;medal;2;0;0;0
2665;2;decre;decree;2;0;0;0
2666;2;nameless;nameless;0;2;0;0
2667;2;stormi;stormy;2;0;0;0
2668;2;respect;respect;1;0;1;0
2669;2;nile;nile;2;0;0;0
2670;2;phantom;phantom;2;0;0;0
2671;2;subway;subway;2;0;0;0
2672;2;overcast;overcast;0;0;0;2
2673;2;polyest;polyester;2;0;0;0
2674;2;undon;undone;1;1;0;0
2675;2;focu;focus;2;0;0;0
2676;2;omega;omega;0;2;0;0
2677;2;connect;connection;2;0;0;0
2678;2;yea;yea;2;0;0;0
2679;2;spent;spent;0;0;2;0
2680;2;comin;comin;2;0;0;0
2681;2;parallel;parallel;0;1;0;1
2682;2;succeed;succeed;0;0;2;0
2683;2;chose;chose;0;0;2;0
2684;2;aloud;aloud;0;2;0;0
2685;2;yell;yell;0;0;0;2
2686;2;ahahaha;ahahaha;0;1;0;1
2687;2;tax;tax;2;0;0;0
2688;2;isl;isle;2;0;0;0
2689;2;depress;depressed;0;1;1;0
2690;2;amaz;amazed;0;0;2;0
2691;2;success;success;2;0;0;0
2692;2;hymn;hymns;2;0;0;0
2693;1;phone;phone;1;0;0;0
2694;1;guardian;guardian;1;0;0;0
2695;1;upper;upper;0;1;0;0
2696;1;brimston;brimstone;1;0;0;0
2697;1;waitin;waitin;0;1;0;0
2698;1;crumb;crumbs;1;0;0;0
2699;1;payback;payback;1;0;0;0
2700;1;whenc;whence;1;0;0;0
2701;1;jone;jones;1;0;0;0
2702;1;unrel;unrelenting;0;1;0;0
2703;1;pin;pin;0;0;1;0
2704;1;woeful;woeful;0;1;0;0
2705;1;grim;grim;0;1;0;0
2706;1;featur;feature;1;0;0;0
2707;1;gust;gust;1;0;0;0
2708;1;ax;ax;1;0;0;0
2709;1;beheld;beheld;0;0;1;0
2710;1;rode;rode;0;0;1;0
2711;1;gore;gore;0;0;1;0
2712;1;sober;sober;1;0;0;0
2713;1;scum;scums;1;0;0;0
2714;1;norsemen;norsemen;1;0;0;0
2715;1;crumblin;crumblin;1;0;0;0
2716;1;jive;jive;0;1;0;0
2717;1;shorelin;shoreline;1;0;0;0
2718;1;achil;achilles;1;0;0;0
2719;1;da;da;1;0;0;0
2720;1;biker;biker;1;0;0;0
2721;1;serious;seriously;0;0;0;1
2722;1;suppress;suppress;0;0;1;0
2723;1;indoctrin;indoctrination;1;0;0;0
2724;1;defianc;defiance;1;0;0;0
2725;1;relentlessli;relentlessly;0;0;0;1
2726;1;ethnic;ethnic;0;1;0;0
2727;1;sprung;sprung;1;0;0;0
2728;1;enforc;enforced;0;0;1;0
2729;1;sir;sir;0;0;0;1
2730;1;detain;detained;0;0;1;0
2731;1;effort;efforts;1;0;0;0
2732;1;despic;despicably;0;0;0;1
2733;1;brown;brown;0;1;0;0
2734;1;atroc;atrocities;1;0;0;0
2735;1;abort;abort;0;0;1;0
2736;1;sucker;suckers;1;0;0;0
2737;1;businessmen;businessmen;1;0;0;0
2738;1;vast;vast;0;1;0;0
2739;1;kerrang;kerrang;1;0;0;0
2740;1;ad;ad;1;0;0;0
2741;1;predat;predators;1;0;0;0
2742;1;obsess;obsessed;0;0;1;0
2743;1;rib;rib;1;0;0;0
2744;1;profit;profiteers;1;0;0;0
2745;1;resort;resort;1;0;0;0
2746;1;almighti;almighty;0;0;1;0
2747;1;puttin;puttin;0;0;1;0
2748;1;harley;harley;0;1;0;0
2749;1;nang;nang;1;0;0;0
2750;1;overlord;overlord;1;0;0;0
2751;1;friday;friday;1;0;0;0
2752;1;shortag;shortage;1;0;0;0
2753;1;cape;cape;1;0;0;0
2754;1;thirteenth;thirteenth;0;1;0;0
2755;1;mangl;mangled;0;0;1;0
2756;1;storybook;storybook;1;0;0;0
2757;1;kinsman;kinsman;1;0;0;0
2758;1;garment;garments;1;0;0;0
2759;1;greatest;greatest;0;1;0;0
2760;1;collar;collar;0;1;0;0
2761;1;holland;holland;1;0;0;0
2762;1;steadfast;steadfast;1;0;0;0
2763;1;patroclu;patroclus;0;0;1;0
2764;1;troy;troy;1;0;0;0
2765;1;burial;burial;0;1;0;0
2766;1;cattl;cattle;1;0;0;0
2767;1;partner;partners;1;0;0;0
2768;1;lean;leaned;0;0;1;0
2769;1;javelin;javelins;1;0;0;0
2770;1;prelud;prelude;1;0;0;0
2771;1;germani;germany;1;0;0;0
2772;1;austria;austria;1;0;0;0
2773;1;belgium;belgium;1;0;0;0
2774;1;dealt;dealt;0;1;0;0
2775;1;finland;finland;0;0;1;0
2776;1;bringeth;bringeth;0;0;1;0
2777;1;riot;riots;0;0;1;0
2778;1;hahahahaha;hahahahaha;0;1;0;0
2779;1;forse;forsee;0;0;1;0
2780;1;tyre;tyres;1;0;0;0
2781;1;glimmer;glimmer;1;0;0;0
2782;1;avail;available;0;1;0;0
2783;1;scapegoat;scapegoats;1;0;0;0
2784;1;octob;october;1;0;0;0
2785;1;vermin;vermin;1;0;0;0
2786;1;ahahahahaha;ahahahahaha;0;0;0;1
2787;1;megatron;megatron;1;0;0;0
2788;1;frost;frost;1;0;0;0
2789;1;unfasten;unfasten;0;1;0;0
2790;1;pri;pry;0;0;1;0
2791;1;harder;harder;0;0;0;1
2792;1;visual;visualize;0;0;1;0
2793;1;greasi;greasy;1;0;0;0
2794;1;cord;cord;1;0;0;0
2795;1;bloodbath;bloodbath;1;0;0;0
2796;1;switzerland;switzerland;1;0;0;0
2797;1;norway;norway;0;0;0;1
2798;1;overpow;overpowered;0;0;1;0
2799;1;suspect;suspected;0;0;1;0
2800;1;partisan;partisans;1;0;0;0
2801;1;drinker;drinker;1;0;0;0
2802;1;mister;mister;0;0;0;1
2803;1;wedg;wedge;1;0;0;0
2804;1;chairman;chairman;1;0;0;0
2805;1;graphic;graphic;0;1;0;0
2806;1;curri;currie;1;0;0;0
2807;1;riff;riff;1;0;0;0
2808;1;pair;pair;1;0;0;0
2809;1;snowflak;snowflakes;1;0;0;0
2810;1;graham;graham;0;0;1;0
2811;1;request;requested;0;0;1;0
2812;1;hull;hull;1;0;0;0
2813;1;backstag;backstage;1;0;0;0
2814;1;lane;lane;1;0;0;0
2815;1;corps;corpses;0;0;1;0
2816;1;abstain;abstain;0;0;1;0
2817;1;wearyвђ;wearyвђ;1;0;0;0
2818;1;saxon;saxons;1;0;0;0
2819;1;hoov;hooves;1;0;0;0
2820;1;feelin;feelin;0;0;1;0
2821;1;gambl;gamble;0;1;0;0
2822;1;clap;clap;1;0;0;0
2823;1;sweden;sweden;0;1;0;0
2824;1;pledg;pledge;1;0;0;0
2825;1;denmark;denmark;1;0;0;0
2826;1;disbeliev;disbelieve;0;0;1;0
2827;1;ruthless;ruthless;1;0;0;0
2828;1;oxen;oxen;0;1;0;0
2829;1;highborn;highborn;0;1;0;0
2830;1;wale;wales;0;0;1;0
2831;1;elat;elated;0;1;0;0
2832;1;telepathi;telepathy;1;0;0;0
2833;1;percept;perception;1;0;0;0
2834;1;sensori;sensory;1;0;0;0
2835;1;scotland;scotland;1;0;0;0
2836;1;ireland;ireland;1;0;0;0
2837;1;extra;extra;0;1;0;0
2838;1;assembl;assembled;0;0;1;0
2839;1;naгїv;naгїve;0;0;0;1
2840;1;oversea;overseas;0;0;0;1
2841;1;suppos;supposed;0;0;1;0
2842;1;amplifi;amplify;0;0;1;0
2843;1;attend;attend;0;0;1;0
2844;1;discipl;disciple;1;0;0;0
2845;1;din;din;1;0;0;0
2846;1;encaptur;encaptured;0;1;0;0
2847;1;cadav;cadaver;1;0;0;0
2848;1;sacrament;sacraments;1;0;0;0
2849;1;exhum;exhumed;0;0;1;0
2850;1;stealth;stealth;1;0;0;0
2851;1;raptur;rapture;1;0;0;0
2852;1;atom;atom;0;1;0;0
2853;1;renegad;renegade;1;0;0;0
2854;1;transit;transit;0;0;1;0
2855;1;joe;joe;1;0;0;0
2856;1;accolad;accolades;1;0;0;0
2857;1;explor;explore;0;0;1;0
2858;1;brace;brace;1;0;0;0
2859;1;apprentic;apprentice;0;0;0;1
2860;1;outcom;outcome;1;0;0;0
2861;1;tempest;tempest;1;0;0;0
2862;1;swarm;swarm;1;0;0;0
2863;1;attrit;attrition;1;0;0;0
2864;1;portent;portents;1;0;0;0
2865;1;blasphemi;blasphemy;1;0;0;0
2866;1;contrit;contrition;1;0;0;0
2867;1;mortifi;mortifies;1;0;0;0
2868;1;conspir;conspiring;1;0;0;0
2869;1;leagu;league;1;0;0;0
2870;1;ancestr;ancestral;0;1;0;0
2871;1;einherjar;einherjar;1;0;0;0
2872;1;competit;competition;1;0;0;0
2873;1;befriend;befriend;0;0;1;0
2874;1;dissolv;dissolve;0;0;1;0
2875;1;wooooooooa;wooooooooa;1;0;0;0
2876;1;shelf;shelf;1;0;0;0
2877;1;spur;spurs;0;0;1;0
2878;1;rein;reins;1;0;0;0
2879;1;woooooa;woooooa;1;0;0;0
2880;1;bounti;bounty;1;0;0;0
2881;1;cheap;cheap;0;1;0;0
2882;1;wooooooa;wooooooa;1;0;0;0
2883;1;consecr;consecrate;1;0;0;0
2884;1;gambler;gambler;1;0;0;0
2885;1;respons;response;1;0;0;0
2886;1;woooooooa;woooooooa;1;0;0;0
2887;1;urn;urn;1;0;0;0
2888;1;collis;collision;1;0;0;0
2889;1;chromium;chromium;1;0;0;0
2890;1;inciner;incinerate;1;0;0;0
2891;1;remedi;remedy;1;0;0;0
2892;1;redempt;redemption;1;0;0;0
2893;1;immol;immolate;0;0;1;0
2894;1;vaporap;vaporapeize;0;0;1;0
2895;1;collus;collusion;1;0;0;0
2896;1;contus;contusion;1;0;0;0
2897;1;tumblewe;tumbleweed;1;0;0;0
2898;1;throttl;throttle;1;0;0;0
2899;1;blastmast;blastmaster;1;0;0;0
2900;1;threshold;thresholds;1;0;0;0
2901;1;onslaught;onslaught;0;0;1;0
2902;1;vapor;vaporizing;0;0;1;0
2903;1;incens;incensed;0;0;1;0
2904;1;overthrow;overthrow;0;0;1;0
2905;1;gideon;gideon;0;1;0;0
2906;1;quench;quench;0;0;1;0
2907;1;kerosen;kerosene;1;0;0;0
2908;1;thundercharg;thundercharge;1;0;0;0
2909;1;skirl;skirl;1;0;0;0
2910;1;dynamo;dynamo;1;0;0;0
2911;1;revil;reviled;0;0;1;0
2912;1;armament;armaments;1;0;0;0
2913;1;engorg;engorged;0;1;0;0
2914;1;cremat;cremating;0;0;1;0
2915;1;deploy;deploy;0;0;1;0
2916;1;highland;highlands;0;0;1;0
2917;1;ageless;ageless;1;0;0;0
2918;1;replet;repleted;0;0;1;0
2919;1;bulletproof;bulletproof;0;0;1;0
2920;1;briar;briar;1;0;0;0
2921;1;heather;heathered;0;1;0;0
2922;1;glisten;glistening;0;0;1;0
2923;1;onyx;onyx;1;0;0;0
2924;1;rebellion;rebellion;1;0;0;0
2925;1;blunt;blunt;1;0;0;0
2926;1;tighter;tighter;0;1;0;0
2927;1;non;non;0;1;0;0
2928;1;prowl;prowling;0;0;1;0
2929;1;enrag;enraged;0;0;1;0
2930;1;lonelyвђ;lonelyвђ;0;1;0;0
2931;1;whispersвђ;whispersвђ;1;0;0;0
2932;1;hallowedвђ;hallowedвђ;1;0;0;0
2933;1;profound;profound;0;0;1;0
2934;1;terrifi;terrifying;0;0;1;0
2935;1;theyвђ;theyвђ;0;1;0;0
2936;1;flood;flood;1;0;0;0
2937;1;scourg;scourging;0;0;1;0
2938;1;incis;incision;1;0;0;0
2939;1;scrutin;scrutinize;0;0;1;0
2940;1;hellion;hellions;1;0;0;0
2941;1;renown;renowned;0;0;1;0
2942;1;abomin;abominations;1;0;0;0
2943;1;dispel;dispelling;0;0;1;0
2944;1;beastli;beastly;0;0;0;1
2945;1;disciplin;discipline;1;0;0;0
2946;1;wooooa;wooooa;1;0;0;0
2947;1;woaaaa;woaaaa;1;0;0;0
2948;1;sciogliera;sciogliera;1;0;0;0
2949;1;converg;converged;0;0;1;0
2950;1;nella;nella;1;0;0;0
2951;1;principessa;principessa;1;0;0;0
2952;1;stanza;stanza;1;0;0;0
2953;1;tu;tu;0;1;0;0
2954;1;guardi;guardi;0;1;0;0
2955;1;sleipnir;sleipnir;1;0;0;0
2956;1;insight;insight;1;0;0;0
2957;1;fa;fa;1;0;0;0
2958;1;silenzio;silenzio;1;0;0;0
2959;1;bacio;bacio;1;0;0;0
2960;1;truest;truest;1;0;0;0
2961;1;ed;ed;1;0;0;0
2962;1;splendera;splendera;1;0;0;0
2963;1;daybreak;daybreak;1;0;0;0
2964;1;frosti;frosty;1;0;0;0
2965;1;luce;luce;0;0;1;0
2966;1;bread;bread;1;0;0;0
2967;1;cotton;cotton;1;0;0;0
2968;1;gungnir;gungnir;1;0;0;0
2969;1;report;report;0;0;1;0
2970;1;spew;spew;0;0;1;0
2971;1;fredda;fredda;1;0;0;0
2972;1;le;le;1;0;0;0
2973;1;wept;wept;0;0;1;0
2974;1;tremano;tremano;1;0;0;0
2975;1;gospel;gospel;1;0;0;0
2976;1;linger;linger;1;0;0;0
2977;1;pipe;pipes;1;0;0;0
2978;1;tripl;triple;1;0;0;0
2979;1;ale;ale;0;1;0;0
2980;1;fieri;fiery;0;1;0;0
2981;1;cracker;cracker;0;0;1;0
2982;1;amp;amps;1;0;0;0
2983;1;scrape;scrape;0;0;1;0
2984;1;nitroglycerin;nitroglycerin;1;0;0;0
2985;1;nationwid;nationwide;0;1;0;0
2986;1;clay;clay;0;0;1;0
2987;1;reject;rejecting;0;0;1;0
2988;1;heroism;heroism;1;0;0;0
2989;1;homeland;homeland;1;0;0;0
2990;1;ranger;ranger;1;0;0;0
2991;1;la;la;1;0;0;0
2992;1;speranza;speranza;0;0;1;0
2993;1;di;di;1;0;0;0
2994;1;amor;amore;0;0;0;1
2995;1;alik;alike;0;0;0;1
2996;1;geronimo;geronimo;1;0;0;0
2997;1;fastest;fastest;0;1;0;0
2998;1;teacher;teacher;1;0;0;0
2999;1;loudest;loudest;0;1;0;0
3000;1;wool;wool;1;0;0;0
3001;1;witchcraft;witchcraft;1;0;0;0
3002;1;pagan;pagan;0;1;0;0
3003;1;broadsword;broadsword;1;0;0;0
3004;1;tragic;tragic;0;1;0;0
3005;1;powerhead;powerhead;1;0;0;0
3006;1;sam;sam;1;0;0;0
3007;1;uncl;uncle;1;0;0;0
3008;1;billi;billy;0;0;0;1
3009;1;triniti;trinity;1;0;0;0
3010;1;grail;grail;1;0;0;0
3011;1;unfail;unfailing;0;1;0;0
3012;1;overflown;overflown;0;0;0;1
3013;1;orgi;orgy;1;0;0;0
3014;1;insur;insurance;1;0;0;0
3015;1;holdin;holdin;1;0;0;0
3016;1;givin;givin;1;0;0;0
3017;1;void;void;1;0;0;0
3018;1;tank;tank;1;0;0;0
3019;1;shaman;shaman;1;0;0;0
3020;1;woooooooooa;woooooooooa;1;0;0;0
3021;1;either;either;0;0;0;1
3022;1;appl;apples;1;0;0;0
3023;1;dine;dine;1;0;0;0
3024;1;hatchet;hatchet;1;0;0;0
3025;1;wreckag;wreckage;1;0;0;0
3026;1;disown;disown;0;0;1;0
3027;1;renounc;renounce;1;0;0;0
3028;1;bull;bull;1;0;0;0
3029;1;mia;mia;1;0;0;0
3030;1;hawk;hawk;1;0;0;0
3031;1;pounder;pounder;0;0;1;0
3032;1;quando;quando;1;0;0;0
3033;1;diro;diro;1;0;0;0
3034;1;bocca;bocca;1;0;0;0
3035;1;sulla;sulla;1;0;0;0
3036;1;sapra;sapra;0;0;1;0
3037;1;muninn;muninn;1;0;0;0
3038;1;nome;nome;0;1;0;0
3039;1;huginn;huginn;1;0;0;0
3040;1;perch;perch;0;0;1;0
3041;1;chiuso;chiuso;1;0;0;0
3042;1;mistero;mistero;1;0;0;0
3043;1;dimens;dimensions;1;0;0;0
3044;1;lovemak;lovemaking;0;0;1;0
3045;1;translat;translation;1;0;0;0
3046;1;tribut;tribute;1;0;0;0
3047;1;davi;davy;0;0;1;0
3048;1;affray;affray;1;0;0;0
3049;1;thoseвђ;thoseвђ;0;1;0;0
3050;1;queue;queue;1;0;0;0
3051;1;hasten;hasten;0;0;1;0
3052;1;add;add;0;0;1;0
3053;1;favor;favors;1;0;0;0
3054;1;merg;merged;0;0;1;0
3055;1;sang;sang;0;0;1;0
3056;1;frantic;frantic;0;1;0;0
3057;1;crank;crank;0;0;1;0
3058;1;fi;fi;0;1;0;0
3059;1;submiss;submission;0;0;1;0
3060;1;megaton;megaton;1;0;0;0
3061;1;extinct;extinction;1;0;0;0
3062;1;rate;rate;1;0;0;0
3063;1;snuf;snuffing;0;0;1;0
3064;1;retali;retaliate;0;0;1;0
3065;1;crunch;crunch;1;0;0;0
3066;1;mellow;mellow;0;0;1;0
3067;1;seclus;seclusion;1;0;0;0
3068;1;critic;critical;0;1;0;0
3069;1;smack;smack;0;0;1;0
3070;1;mindless;mindless;1;0;0;0
3071;1;strut;strutted;0;0;1;0
3072;1;smooth;smooth;1;0;0;0
3073;1;electrifi;electrify;0;0;1;0
3074;1;expens;expensive;0;1;0;0
3075;1;sum;sum;1;0;0;0
3076;1;nearli;nearly;0;0;0;1
3077;1;hazi;hazy;1;0;0;0
3078;1;duster;duster;1;0;0;0
3079;1;cluster;cluster;1;0;0;0
3080;1;subsid;subsiding;1;0;0;0
3081;1;mane;mane;1;0;0;0
3082;1;sonic;sonic;1;0;0;0
3083;1;cosmo;cosmos;1;0;0;0
3084;1;bust;busting;0;0;1;0
3085;1;manalishi;manalishi;1;0;0;0
3086;1;prong;pronged;0;0;1;0
3087;1;content;contentment;1;0;0;0
3088;1;cook;cooks;1;0;0;0
3089;1;brilliant;brilliant;0;1;0;0
3090;1;list;list;1;0;0;0
3091;1;compil;compiled;0;0;1;0
3092;1;epitaph;epitaph;1;0;0;0
3093;1;actor;actor;1;0;0;0
3094;1;user;users;1;0;0;0
3095;1;liquid;liquidation;1;0;0;0
3096;1;sway;sway;1;0;0;0
3097;1;pois;poised;0;0;1;0
3098;1;battalion;battalions;1;0;0;0
3099;1;spineless;spineless;0;0;1;0
3100;1;cower;cower;0;0;1;0
3101;1;clung;clung;0;0;1;0
3102;1;sabr;sabres;1;0;0;0
3103;1;borderlin;borderline;1;0;0;0
3104;1;tender;tender;1;0;0;0
3105;1;mosey;moseyed;0;0;1;0
3106;1;york;york;1;0;0;0
3107;1;mantl;mantle;0;1;0;0
3108;1;utopian;utopian;0;1;0;0
3109;1;apathi;apathy;0;0;1;0
3110;1;seduc;seducer;0;0;1;0
3111;1;deceit;deceit;1;0;0;0
3112;1;deliver;deliverance;1;0;0;0
3113;1;willow;willow;0;1;0;0
3114;1;twa;twas;1;0;0;0
3115;1;smite;smite;0;0;0;1
3116;1;streak;streak;1;0;0;0
3117;1;flare;flare;1;0;0;0
3118;1;exhibit;exhibition;1;0;0;0
3119;1;sheer;sheer;1;0;0;0
3120;1;withdraw;withdraw;0;0;1;0
3121;1;whilst;whilst;0;1;0;0
3122;1;slither;slither;0;0;1;0
3123;1;continuum;continuum;1;0;0;0
3124;1;transfix;transfixed;1;0;0;0
3125;1;strip;stripping;0;0;1;0
3126;1;relentless;relentless;1;0;0;0
3127;1;deepen;deepened;0;0;1;0
3128;1;counter;counter;1;0;0;0
3129;1;grinnin;grinnin;1;0;0;0
3130;1;perplexion;perplexion;1;0;0;0
3131;1;scowl;scowled;0;0;1;0
3132;1;fleet;fleeting;0;1;0;0
3133;1;zombi;zombies;1;0;0;0
3134;1;distant;distant;0;1;0;0
3135;1;windowsil;windowsill;1;0;0;0
3136;1;duck;ducking;0;0;1;0
3137;1;react;reacting;0;0;1;0
3138;1;impregn;impregnable;0;1;0;0
3139;1;dispers;dispersal;1;0;0;0
3140;1;raw;raw;0;1;0;0
3141;1;bunch;bunch;1;0;0;0
3142;1;express;expression;1;0;0;0
3143;1;symphoni;symphony;1;0;0;0
3144;1;denim;denim;1;0;0;0
3145;1;saturday;saturday;1;0;0;0
3146;1;dude;dudes;0;0;1;0
3147;1;soft;soft;0;1;0;0
3148;1;oblig;obligation;1;0;0;0
3149;1;yonder;yonder;0;1;0;0
3150;1;darken;darken;0;0;1;0
3151;1;deafen;deafen;1;0;0;0
3152;1;compet;competing;0;0;1;0
3153;1;unheard;unheard;0;1;0;0
3154;1;bourbon;bourbon;1;0;0;0
3155;1;felin;feline;1;0;0;0
3156;1;pillow;pillow;1;0;0;0
3157;1;concret;concrete;1;0;0;0
3158;1;format;formations;1;0;0;0
3159;1;desegreg;desegregation;1;0;0;0
3160;1;guarante;guaranteed;0;0;1;0
3161;1;throatchok;throatchoker;0;0;0;1
3162;1;spinesnapp;spinesnapper;1;0;0;0
3163;1;nightdriv;nightdriver;0;0;0;1
3164;1;flyer;flyer;1;0;0;0
3165;1;superson;supersonic;0;1;0;0
3166;1;skyrid;skyrider;1;0;0;0
3167;1;withdrawn;withdrawn;0;0;1;0
3168;1;needl;needle;1;0;0;0
3169;1;freed;freed;0;1;0;0
3170;1;undisturb;undisturbed;0;1;0;0
3171;1;plight;plight;1;0;0;0
3172;1;scanner;scanners;1;0;0;0
3173;1;role;role;1;0;0;0
3174;1;process;processions;1;0;0;0
3175;1;definit;definite;1;0;0;0
3176;1;carcass;carcasses;1;0;0;0
3177;1;000;000;0;0;0;1
3178;1;fetch;fetch;0;0;1;0
3179;1;unleash;unleash;0;0;1;0
3180;1;starway;starways;1;0;0;0
3181;1;dieu;dieu;1;0;0;0
3182;1;solar;solar;0;1;0;0
3183;1;guff;guff;1;0;0;0
3184;1;disrupt;disrupts;0;0;1;0
3185;1;declin;decline;1;0;0;0
3186;1;strive;strived;0;0;1;0
3187;1;improv;improved;0;0;1;0
3188;1;glider;gliders;1;0;0;0
3189;1;spectral;spectral;0;1;0;0
3190;1;teaser;teaser;1;0;0;0
3191;1;hobbl;hobble;0;1;0;0
3192;1;quartz;quartz;0;0;0;1
3193;1;rubber;rubber;1;0;0;0
3194;1;halo;halos;1;0;0;0
3195;1;radiat;radiating;0;0;1;0
3196;1;thigh;thighs;1;0;0;0
3197;1;grit;grit;0;0;1;0
3198;1;spot;spots;1;0;0;0
3199;1;drape;draped;0;0;1;0
3200;1;rearrang;rearranging;0;0;1;0
3201;1;posit;positions;1;0;0;0
3202;1;landmark;landmarks;1;0;0;0
3203;1;cesspool;cesspool;1;0;0;0
3204;1;sleight;sleight;1;0;0;0
3205;1;hander;handers;1;0;0;0
3206;1;tangl;tangle;0;0;1;0
3207;1;backseat;backseat;0;1;0;0
3208;1;synchron;synchronized;0;0;1;0
3209;1;horreur;horreur;1;0;0;0
3210;1;strateg;strategic;0;1;0;0
3211;1;sweeter;sweeter;1;0;0;0
3212;1;drivin;drivin;0;1;0;0
3213;1;grate;grate;0;0;1;0
3214;1;anvil;anvils;1;0;0;0
3215;1;foolin;foolin;0;0;1;0
3216;1;browbeat;browbeating;0;0;1;0
3217;1;cannon;cannons;1;0;0;0
3218;1;ruptur;rupture;0;0;1;0
3219;1;jacket;jacket;1;0;0;0
3220;1;bedroom;bedroom;1;0;0;0
3221;1;shrug;shrugs;1;0;0;0
3222;1;overnight;overnight;0;1;0;0
3223;1;owe;owe;1;0;0;0
3224;1;practic;practice;1;0;0;0
3225;1;nineti;ninety;1;0;0;0
3226;1;blindfold;blindfold;1;0;0;0
3227;1;roost;roost;1;0;0;0
3228;1;boast;boast;0;0;1;0
3229;1;prospect;prospects;1;0;0;0
3230;1;sneer;sneer;0;0;1;0
3231;1;ambit;ambition;0;0;0;1
3232;1;tether;tether;0;0;0;1
3233;1;youвђ;youвђ;0;1;0;0
3234;1;privat;private;0;1;0;0
3235;1;neater;neater;0;1;0;0
3236;1;vandal;vandals;1;0;0;0
3237;1;evolv;evolved;0;0;1;0
3238;1;vigil;vigilance;1;0;0;0
3239;1;techno;techno;0;1;0;0
3240;1;someplac;someplace;1;0;0;0
3241;1;shi;shy;0;0;1;0
3242;1;trickster;tricksters;1;0;0;0
3243;1;culmin;culmination;1;0;0;0
3244;1;sift;sifting;0;0;1;0
3245;1;comer;comers;1;0;0;0
3246;1;jilter;jilters;1;0;0;0
3247;1;44;44;0;0;0;1
3248;1;canвђ;canвђ;0;0;1;0
3249;1;zoom;zoom;1;0;0;0
3250;1;donвђ;donвђ;0;0;1;0
3251;1;tearless;tearless;0;1;0;0
3252;1;retina;retina;1;0;0;0
3253;1;thereвђ;thereвђ;0;1;0;0
3254;1;develop;develop;0;0;1;0
